packet_strata,trial_id,trial_link,run_label,arm_id,task_id,raw_outcome,execution_validity,activity_subtype,policy_disposition,failure_subtype,termination_subtype,telemetry_status,canonical_completeness,r2_read_availability,analyzed_artifact_integrity_status,classification_confidence,evidence_reasons,supporting_artifact_ids,analyzer_version
revised_ordinary_controls,e3e7fefd-441f-48e7-b707-e888c38a48a7,/trials/e3e7fefd-441f-48e7-b707-e888c38a48a7,router-glm-5.1/2026-06-28__13-28-50,router-glm-5.1,terminal-bench-2.0:build-cython-ext,success,substantive,substantive_agent_activity,none_detected,none,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 34"",""Tool calls: 102"",""Workspace-changing calls: 32"",""Thinking event metadata: 2394 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 52949"",""Transcript total input tokens: 52949"",""Transcript output tokens: 12740"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""70db4820-5677-47c3-b6fb-50800312fd18"",""77f0de6e-808e-45db-8686-342f515d6c36"",""6a1fbe19-63f3-49e9-845d-424d7dd7112c"",""4b8f7321-e2d5-4760-95af-62fd04b0e29b"",""60f3b12c-4297-47b2-a8dd-5eac3b8d585f"",""96474b69-62bb-48a7-9fbb-7ad5815ccd65""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,e48c8bfc-4ab8-4794-8961-61c193efde01,/trials/e48c8bfc-4ab8-4794-8961-61c193efde01,router-anthropic-sonnet/2026-06-27__01-30-11,router-anthropic-sonnet,terminal-bench-2.0:multi-source-data-merger,failure,unknown,activity_unknown,none_detected,timeout,timeout,database_missing_transcript_present,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""f3a4ebed-3e27-46f6-bafe-a2a516290775"",""93bf1a19-b3fd-4b41-a6c9-57a98f07e2a6"",""dc088684-d85e-41df-a2aa-a3156e547421"",""e026ec0e-e522-4906-a1e3-01d55341b4c8"",""ab5721bb-cc1d-4e88-8084-1e2b93c56410"",""75507d67-28d0-4fbd-af22-95ce6c684172"",""bd0699f0-958a-4b79-8589-7c3918acbfe2""]",artifact-evidence-v1.3.2
all_extraneous_output_artifacts,e5cb70bb-0d71-43e3-8b16-1b48c56592e8,/trials/e5cb70bb-0d71-43e3-8b16-1b48c56592e8,router-gpt-5.5/2026-06-27__01-30-18,router-gpt-5.5,terminal-bench-2.0:polyglot-rust-c,failure,substantive,substantive_agent_activity,none_detected,extraneous_output_artifacts,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 1"",""Tool calls: 26"",""Workspace-changing calls: 23"",""Thinking event metadata: 19 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 440830"",""Transcript total input tokens: 440830"",""Transcript output tokens: 37304"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: extraneous_output_artifacts""]","[""4a0090ef-40fb-42b6-8472-3da2449aa077"",""092825ce-bdeb-4a99-a7a5-cccf5f3ddb96"",""3263c0fd-572a-40f9-8831-9ad69d6027a6"",""8cfe1240-fd69-45f3-8f08-62d8edcd636b"",""a99f31c2-8166-4775-9232-c858bdb1450f"",""0f264b60-cf61-4f70-a5bf-4b5ee2fc9086""]",artifact-evidence-v1.3.2
revised_ordinary_controls,e5d4bbb9-048b-4e91-b4c9-0a9572ac09f1,/trials/e5d4bbb9-048b-4e91-b4c9-0a9572ac09f1,router-gemini-3.1-pro/2026-06-30__14-57-05,router-gemini-3.1-pro,terminal-bench-2.0:modernize-scientific-stack,success,substantive,substantive_agent_activity,none_detected,none,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 3"",""Tool calls: 5"",""Workspace-changing calls: 2"",""Thinking event metadata: 2 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 108567"",""Transcript total input tokens: 108567"",""Transcript output tokens: 1073"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""00c76835-cc74-4698-b9cb-04ccef39298b"",""493f5b08-5869-40cb-a346-ecdadea1c1b1"",""61c938e1-6cf1-4dc5-8832-00f9544de8d1"",""710c2731-f45f-4661-ba79-2358ffd00626"",""3fe82f6d-fb4f-4c1d-baa1-46bc285dec20"",""e6c4ffff-a010-4c59-8a07-d60c121fa87a""]",artifact-evidence-v1.3.2
all_extraneous_output_artifacts,e6829525-0923-4ede-b51c-10a3e061f653,/trials/e6829525-0923-4ede-b51c-10a3e061f653,router-anthropic-haiku-sanitized/2026-07-12__03-25-22,router-anthropic-haiku-sanitized,terminal-bench-2.0:polyglot-rust-c,failure,substantive,substantive_agent_activity,none_detected,extraneous_output_artifacts,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 47"",""Tool calls: 84"",""Workspace-changing calls: 42"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 3615183"",""Transcript total input tokens: 3615183"",""Transcript output tokens: 20987"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: extraneous_output_artifacts""]","[""58846863-71f9-4b47-abb7-1a5820f6c9c4"",""3524ca0b-817a-4247-abd1-0df69f4d20c7"",""984d5c4f-e4f5-4357-b954-66341373c708"",""3557c1d8-b6b0-4065-8b71-131a787f7505"",""9316f501-ee2f-41aa-81b1-b11e44793d3d"",""87ead4c9-03b3-46f7-ae95-0f49049a3f08""]",artifact-evidence-v1.3.2
all_positive_reward_exceptions,e8a01e21-002d-4c9e-8f88-d4d3dbc81f0c,/trials/e8a01e21-002d-4c9e-8f88-d4d3dbc81f0c,router-glm-5.1/2026-06-28__13-28-50,router-glm-5.1,terminal-bench-2.0:torch-pipeline-parallelism,success,substantive,timeout_after_meaningful_activity,none_detected,none,timeout,partial,9/9,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 8"",""Tool calls: 32"",""Workspace-changing calls: 14"",""Thinking event metadata: 29182 (content neither retained nor displayed)"",""Final result: not observed"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 8254"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: per_message"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""28eab14e-4594-4f92-8fe1-be8098a2b6d3"",""9fa78e3a-1a43-4f7d-a831-564ee06a8f29"",""c1707007-c4e6-4c7d-8473-00826cb403ba"",""fd4779c4-556d-4bee-8b41-dbe45ff4f898"",""ee163c25-b95b-40c4-a724-d85e9bd60beb"",""8c68a1c7-3767-4dce-aceb-fa8930063861"",""ce150477-dba8-4073-bc39-803b5cdbda05""]",artifact-evidence-v1.3.2
revised_ordinary_controls,ea647685-745f-407c-b385-76fd863a0783,/trials/ea647685-745f-407c-b385-76fd863a0783,router-grok-build-0.1/2026-06-28__13-28-55,router-grok-build-0.1,terminal-bench-2.0:git-leak-recovery,success,substantive,substantive_agent_activity,none_detected,none,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 1"",""Tool calls: 22"",""Workspace-changing calls: 17"",""Thinking event metadata: 275 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 18374"",""Transcript total input tokens: 18374"",""Transcript output tokens: 2548"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""36c5079a-f693-40b8-a0a4-3a2fe2d0d073"",""7ad9f662-c414-4a81-a3af-caa937f73a8d"",""71bb6831-1987-4ead-b710-0547fa46c78a"",""367eba73-9a81-4323-b09d-eac8403e967b"",""195d9776-515d-4e51-859c-423ab8db7c2e"",""fb76c9eb-a0e1-4188-9df3-43acc2107b65""]",artifact-evidence-v1.3.2
all_positive_reward_exceptions,efd64dc6-e384-4836-85a0-c3bc7bfee0c4,/trials/efd64dc6-e384-4836-85a0-c3bc7bfee0c4,router-gemini-flash/2026-06-27__01-30-20,router-gemini-flash,terminal-bench-2.0:nginx-request-logging,success,substantive,timeout_after_meaningful_activity,none_detected,none,timeout,partial,9/9,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 8"",""Tool calls: 10"",""Workspace-changing calls: 5"",""Thinking event metadata: 2 (content neither retained nor displayed)"",""Final result: not observed"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 221343"",""Transcript total input tokens: 129953"",""Transcript output tokens: 2586"",""Transcript usage basis: per_message"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""af04bd21-1918-4f8a-b161-23ea046b28bd"",""b64a98d1-8b97-4597-848d-f1fb6639d6b4"",""bb532938-f564-4794-aad9-38cc83fbc959"",""33b32c04-c3ce-4727-8e28-1a249c372a69"",""4a89c4ef-bafb-494f-848a-3bfb08481074"",""4d55f864-2a7b-4676-9dc5-663303fccbb8"",""b1977b6b-d403-47a8-b5c2-da394d53245f""]",artifact-evidence-v1.3.2
revised_ordinary_controls,efdeec5d-f87d-4aa2-b627-78a1bc8105a3,/trials/efdeec5d-f87d-4aa2-b627-78a1bc8105a3,router-qwen-3.7-plus/2026-06-29__03-16-06,router-qwen-3.7-plus,terminal-bench-2.0:password-recovery,success,substantive,substantive_agent_activity,none_detected,none,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 16"",""Tool calls: 56"",""Workspace-changing calls: 24"",""Thinking event metadata: 873 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 76213"",""Transcript total input tokens: 76213"",""Transcript output tokens: 7955"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""4379c5c5-3127-4ccb-8742-200d38486815"",""76dbac8b-7305-4401-a068-11e718446d88"",""1f64c61d-e925-4f41-84a8-fe6dd204151f"",""c6e74234-4f2e-4743-b3b4-6a79a3165d52"",""79c5f84f-4ba6-421c-bd86-93703b227504"",""49a8da0d-f526-4d21-ad9d-bb751049b368""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,f13d0edb-1527-4f80-88cb-f2159a4c52fb,/trials/f13d0edb-1527-4f80-88cb-f2159a4c52fb,router-anthropic-sonnet/2026-06-27__01-30-11,router-anthropic-sonnet,terminal-bench-2.0:configure-git-webserver,failure,unknown,activity_unknown,none_detected,timeout,timeout,database_missing_transcript_present,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""0d269f64-7c42-4b8a-8939-af0f5fb0156c"",""cfe2937f-0999-4a2b-8daa-04978aa95237"",""5d15fbed-caba-4bbf-8a01-6e95b5eb3bff"",""7e620725-320a-4a81-86af-ceb40f81cb48"",""e0fcbb1c-39e6-46f8-b9f0-92f1a49a979f"",""222c1489-2dbf-48c1-aab1-cfb9525a50ee"",""471b5d85-3861-483d-93d3-e774f0b57e4d""]",artifact-evidence-v1.3.2
all_policy_refusals,f286e656-db4c-4d69-a773-c72f380b4c4c,/trials/f286e656-db4c-4d69-a773-c72f380b4c4c,router-anthropic-fable-5/2026-07-11__12-15-55,router-anthropic-fable-5,terminal-bench-2.0:password-recovery,failure,policy_blocked,provider_policy_refusal,provider_policy_refusal,policy_refusal,provider_policy_refusal,database_zero_transcript_nonzero,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: provider_policy_refusal"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 0"",""Transcript total input tokens: 28602"",""Transcript output tokens: 2"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: yes (cyber)"",""Verifier failure subtype: policy_refusal""]","[""7b0ed6fa-d3c4-4e62-a167-1394118e32c1"",""49da3abb-3e87-455b-b3f0-d8d72590ea95"",""3d81135e-b346-40c1-a0db-dee9bafb8d62"",""bd08a007-030a-49c9-84c9-12b8b8573b25"",""40aef149-f894-45ae-989e-149bfb12d279"",""7e88178e-fcf5-4992-95f0-fd1c8015cde0"",""d31caceb-bc96-4e29-ac2d-f058509c0472""]",artifact-evidence-v1.3.2
